AL,1986,1,129.54
AL,1986,2,131.88
AL,1986,3,133.36
AL,1986,4,135.94
AL,1987,1,138.06
AL,1987,2,139.13
AL,1987,3,139.7
AL,1987,4,138.35
AL,1988,1,142
AL,1988,2,143.1
AL,1988,3,142.66
AL,1988,4,141.29
AL,1989,1,141.48
AL,1989,2,143.38
AL,1989,3,145.54
AL,1989,4,146.61
AL,1990,1,145.49
AL,1990,2,146.69
AL,1990,3,147.29
AL,1990,4,147.44
AL,1991,1,148.73
AL,1991,2,150.92
AL,1991,3,151.77
AL,1991,4,154.23
AL,1992,1,155.49
AL,1992,2,155.66
AL,1992,3,158.61
AL,1992,4,159.96
AL,1993,1,161.04
AL,1993,2,162.77
AL,1993,3,165.68
AL,1993,4,167.14
AL,1994,1,168.23
AL,1994,2,170.26
AL,1994,3,170.98
AL,1994,4,171.11
AL,1995,1,172.68
AL,1995,2,176.13
AL,1995,3,178.91
AL,1995,4,180.27
AL,1996,1,183.44
AL,1996,2,183.43
AL,1996,3,183.8
AL,1996,4,185.92
AL,1997,1,188.06
AL,1997,2,189.27
AL,1997,3,192.2
AL,1997,4,194.7
AL,1998,1,197.91
AL,1998,2,199.45
AL,1998,3,201.63
AL,1998,4,204.14
AL,1999,1,204.79
AL,1999,2,205.59
AL,1999,3,205.97
AL,1999,4,207.6
AL,2000,1,208.35
AL,2000,2,210.08
AL,2000,3,211.72
AL,2000,4,214.43
AL,2001,1,220.67
AL,2001,2,221.6
AL,2001,3,223.19
AL,2001,4,225.71
AL,2002,1,226.1
AL,2002,2,227.26
AL,2002,3,230.64
AL,2002,4,233.32
AL,2003,1,235.69
AL,2003,2,237.77
AL,2003,3,239.38
AL,2003,4,240.97
AL,2004,1,243.18
AL,2004,2,244.74
AL,2004,3,249.25
AL,2004,4,252.96
AL,2005,1,256.23
AL,2005,2,262.37
AL,2005,3,267.88
AL,2005,4,273.36
AL,2006,1,278.85
AL,2006,2,283.45
AL,2006,3,288.02
AL,2006,4,293.53
AL,2007,1,295.48
AL,2007,2,299.57
AL,2007,3,300.26
AL,2007,4,302.6
AL,2008,1,304.53
AL,2008,2,303.28
AL,2008,3,301
AL,2008,4,302.58
AL,2009,1,304.76
AL,2009,2,301.47
AL,2009,3,294.29
AL,2009,4,293.39
AL,2010,1,289.16
AL,2010,2,284.87
AL,2010,3,288.71
AL,2010,4,286.28
AL,2011,1,278.78
AL,2011,2,275.05
AL,2011,3,277.27
AL,2011,4,279.38
AL,2012,1,276.49
AL,2012,2,274.56
AL,2012,3,276.46
AL,2012,4,276.94
AL,2013,1,274.17
AL,2013,2,274.85
AL,2013,3,274.28
AL,2013,4,273.19
AL,2014,1,274.9
AL,2014,2,275.72
AL,2014,3,278.7
AL,2014,4,279.98
AL,2015,1,283
AL,2015,2,283.84
AL,2015,3,285.55
AL,2015,4,287.52
AL,2016,1,288.04
AL,2016,2,292.22
AL,2016,3,296.84
AL,2016,4,295.99
AL,2017,1,297.54
AL,2017,2,301.13
AL,2017,3,304.01
AL,2017,4,306.08
AL,2018,1,309.53
AL,2018,2,314.07
AL,2018,3,317.02
AL,2018,4,317.8
AL,2019,1,323.63
AL,2019,2,327.99
AL,2019,3,332.74
AL,2019,4,336.73
AL,2020,1,340.47
AL,2020,2,345.5
AL,2020,3,351.89
AL,2020,4,359.46
AL,2021,1,366.77
AL,2021,2,384.14
AL,2021,3,405.86
AL,2021,4,422.03
AL,2022,1,434.59
AL,2022,2,461.71
AR,1975,1,66.69
AR,1975,2,60.33
AR,1975,3,65.07
AR,1975,4,62.63
AR,1976,1,66.85
AR,1976,2,68.62
AR,1976,3,71.5
AR,1976,4,72.27
AR,1977,1,72.9
AR,1977,2,75.09
AR,1977,3,78.29
AR,1977,4,81
AR,1978,1,81.04
AR,1978,2,83.63
AR,1978,3,86.25
AR,1978,4,86.29
AR,1979,1,92
AR,1979,2,94.81
AR,1979,3,99.37
AR,1979,4,101.52
AR,1980,1,100
AR,1980,2,101.02
AR,1980,3,106.84
AR,1980,4,109.07
AR,1981,1,109.8
AR,1981,2,106.48
AR,1981,3,109.13
AR,1981,4,102.97
AR,1982,1,102.68
AR,1982,2,106.08
AR,1982,3,110.92
AR,1982,4,108.52
AR,1983,1,113.18
AR,1983,2,116.39
AR,1983,3,118.05
AR,1983,4,118.26
AR,1984,1,120.55
AR,1984,2,118.89
AR,1984,3,119.58
AR,1984,4,121.01
AR,1985,1,121.14
AR,1985,2,119.87
AR,1985,3,123.97
AR,1985,4,124.29
AR,1986,1,125.51
AR,1986,2,128.64
AR,1986,3,126.55
AR,1986,4,128.12
AR,1987,1,129.12
AR,1987,2,130.64
AR,1987,3,127.63
AR,1987,4,124.13
AR,1988,1,126.46
AR,1988,2,127.48
AR,1988,3,126.68
AR,1988,4,126.18
AR,1989,1,127.13
AR,1989,2,126.83
AR,1989,3,128.02
AR,1989,4,127.08
AR,1990,1,127.77
AR,1990,2,127.97
AR,1990,3,128.71
AR,1990,4,128.21
AR,1991,1,129.49
AR,1991,2,130.16
AR,1991,3,131.36
AR,1991,4,133.62
AR,1992,1,134.68
AR,1992,2,134.05
AR,1992,3,136.39
AR,1992,4,137.04
AR,1993,1,138.23
AR,1993,2,140.51
AR,1993,3,143.09
AR,1993,4,144.81
AR,1994,1,147.6
AR,1994,2,148.86
AR,1994,3,150.7
AR,1994,4,151.76
AR,1995,1,152.54
AR,1995,2,156.71
AR,1995,3,158.66
AR,1995,4,159.47
AR,1996,1,161.77
AR,1996,2,162.07
AR,1996,3,161.87
AR,1996,4,163.55
AR,1997,1,165.07
AR,1997,2,166.57
AR,1997,3,167.48
AR,1997,4,169.72
AR,1998,1,171.54
AR,1998,2,171.52
AR,1998,3,174.29
AR,1998,4,176.22
AR,1999,1,177.01
AR,1999,2,177.23
AR,1999,3,177.89
AR,1999,4,178.55
AR,2000,1,179.4
AR,2000,2,181.14
AR,2000,3,182.18
AR,2000,4,184.65
AR,2001,1,189.27
AR,2001,2,190.39
AR,2001,3,192.34
AR,2001,4,194.29
AR,2002,1,195.03
AR,2002,2,195.91
AR,2002,3,199.08
AR,2002,4,201.56
AR,2003,1,203.08
AR,2003,2,204.39
AR,2003,3,206.84
AR,2003,4,209.98
AR,2004,1,212.6
AR,2004,2,216.11
AR,2004,3,219.7
AR,2004,4,223.54
AR,2005,1,226.66
AR,2005,2,231.91
AR,2005,3,237.09
AR,2005,4,240.32
AR,2006,1,243.86
AR,2006,2,247.2
AR,2006,3,249.9
AR,2006,4,252.06
AR,2007,1,254.41
AR,2007,2,255.91
AR,2007,3,255.56
AR,2007,4,256.74
AR,2008,1,256.54
AR,2008,2,255.74
AR,2008,3,252.7
AR,2008,4,254.04
AR,2009,1,256.23
AR,2009,2,253.06
AR,2009,3,248.99
AR,2009,4,247.95
AR,2010,1,244.59
AR,2010,2,245.38
AR,2010,3,246.18
AR,2010,4,245.12
AR,2011,1,241.16
AR,2011,2,239.5
AR,2011,3,241.65
AR,2011,4,242.86
AR,2012,1,242.27
AR,2012,2,239.81
AR,2012,3,243.19
AR,2012,4,244.73
AR,2013,1,245.4
AR,2013,2,245.84
AR,2013,3,246.53
AR,2013,4,246.08
AR,2014,1,247.52
AR,2014,2,247.51
AR,2014,3,249.65
AR,2014,4,252.41
AR,2015,1,252.5
AR,2015,2,253.31
AR,2015,3,257.02
AR,2015,4,258.97
AR,2016,1,257.53
AR,2016,2,261.45
AR,2016,3,264.11
AR,2016,4,265.64
AR,2017,1,268.55
AR,2017,2,269.93
AR,2017,3,272.83
AR,2017,4,275.21
AR,2018,1,277.8
AR,2018,2,280.59
AR,2018,3,282.86
AR,2018,4,285.17
AR,2019,1,287.44
AR,2019,2,290.94
AR,2019,3,294.05
AR,2019,4,296.8
AR,2020,1,298.47
AR,2020,2,300.93
AR,2020,3,305.39
AR,2020,4,312.93
AR,2021,1,318.66
AR,2021,2,335.02
AR,2021,3,353.08
AR,2021,4,368.25
AR,2022,1,378.53
AR,2022,2,405.11
AZ,1975,1,60.5
AZ,1975,2,59.94
AZ,1975,3,59.51
AZ,1975,4,56.41
AZ,1976,1,59.15
AZ,1976,2,62.91
AZ,1976,3,61.19
AZ,1976,4,61.85
AZ,1977,1,63.62
AZ,1977,2,64.01
AZ,1977,3,66.23
AZ,1977,4,70.21
AZ,1978,1,71.35
AZ,1978,2,74.16
AZ,1978,3,78.94
AZ,1978,4,83.15
AZ,1979,1,87.29
AZ,1979,2,92.65
AZ,1979,3,95.44
AZ,1979,4,99.03
AZ,1980,1,100
AZ,1980,2,98.5
AZ,1980,3,107.22
AZ,1980,4,107.79
AZ,1981,1,108.66
AZ,1981,2,112.03
AZ,1981,3,116.57
AZ,1981,4,109.75
AZ,1982,1,105.48
AZ,1982,2,109.32
AZ,1982,3,101.5
AZ,1982,4,108.81
AZ,1983,1,119.04
AZ,1983,2,119.2
AZ,1983,3,115.42
AZ,1983,4,112.96
AZ,1984,1,117.62
AZ,1984,2,121.83
AZ,1984,3,122.95
AZ,1984,4,122.64
AZ,1985,1,125.18
AZ,1985,2,125.64
AZ,1985,3,127.35
AZ,1985,4,128.95
AZ,1986,1,131.54
AZ,1986,2,135.49
AZ,1986,3,135.48
AZ,1986,4,133.02
AZ,1987,1,137.85
AZ,1987,2,136.75
AZ,1987,3,135.77
AZ,1987,4,133.65
AZ,1988,1,135.04
AZ,1988,2,136.24
AZ,1988,3,134.23
AZ,1988,4,134.47
AZ,1989,1,133.24
AZ,1989,2,132.72
AZ,1989,3,134.76
AZ,1989,4,134.05
AZ,1990,1,133.81
AZ,1990,2,133
AZ,1990,3,134.18
AZ,1990,4,132.84
AZ,1991,1,134.88
AZ,1991,2,135.85
AZ,1991,3,135.31
AZ,1991,4,139.26
AZ,1992,1,139.96
AZ,1992,2,139.68
AZ,1992,3,140.6
AZ,1992,4,141.45
AZ,1993,1,141.58
AZ,1993,2,143.29
AZ,1993,3,144.44
AZ,1993,4,146.35
AZ,1994,1,148.35
AZ,1994,2,150.47
AZ,1994,3,152.42
AZ,1994,4,154.06
AZ,1995,1,156.03
AZ,1995,2,158.88
AZ,1995,3,161.94
AZ,1995,4,164.03
AZ,1996,1,166.6
AZ,1996,2,166.93
AZ,1996,3,168.5
AZ,1996,4,169.91
AZ,1997,1,171.78
AZ,1997,2,172.65
AZ,1997,3,175.69
AZ,1997,4,178.36
AZ,1998,1,180.86
AZ,1998,2,182.38
AZ,1998,3,184.85
AZ,1998,4,187
AZ,1999,1,188.86
AZ,1999,2,191.28
AZ,1999,3,193.93
AZ,1999,4,195.79
AZ,2000,1,200.25
AZ,2000,2,202.44
AZ,2000,3,205.16
AZ,2000,4,208.27
AZ,2001,1,212.93
AZ,2001,2,216.22
AZ,2001,3,219.34
AZ,2001,4,221.47
AZ,2002,1,224.48
AZ,2002,2,227.47
AZ,2002,3,231.34
AZ,2002,4,234.01
AZ,2003,1,236.8
AZ,2003,2,239.26
AZ,2003,3,242.96
AZ,2003,4,251.13
AZ,2004,1,255.51
AZ,2004,2,264.63
AZ,2004,3,280.07
AZ,2004,4,291.55
AZ,2005,1,309.26
AZ,2005,2,341.15
AZ,2005,3,370.14
AZ,2005,4,395.89
AZ,2006,1,410.65
AZ,2006,2,419.37
AZ,2006,3,423.02
AZ,2006,4,426.67
AZ,2007,1,424.89
AZ,2007,2,421.22
AZ,2007,3,411.88
AZ,2007,4,404.96
AZ,2008,1,391.57
AZ,2008,2,368.98
AZ,2008,3,341.95
AZ,2008,4,329.88
AZ,2009,1,328.88
AZ,2009,2,305.39
AZ,2009,3,289.61
AZ,2009,4,281.02
AZ,2010,1,273.16
AZ,2010,2,263.6
AZ,2010,3,263.24
AZ,2010,4,256.69
AZ,2011,1,242.21
AZ,2011,2,230.31
AZ,2011,3,232.24
AZ,2011,4,237.42
AZ,2012,1,236.38
AZ,2012,2,239.25
AZ,2012,3,249.03
AZ,2012,4,256.56
AZ,2013,1,262.83
AZ,2013,2,274.67
AZ,2013,3,282.84
AZ,2013,4,290.76
AZ,2014,1,296.27
AZ,2014,2,301.62
AZ,2014,3,304.75
AZ,2014,4,309.72
AZ,2015,1,312.35
AZ,2015,2,319.02
AZ,2015,3,325.53
AZ,2015,4,330.05
AZ,2016,1,333.95
AZ,2016,2,340.97
AZ,2016,3,346.61
AZ,2016,4,352.26
AZ,2017,1,357.4
AZ,2017,2,366.6
AZ,2017,3,374.42
AZ,2017,4,378.74
AZ,2018,1,386.6
AZ,2018,2,394.73
AZ,2018,3,403.87
AZ,2018,4,408.48
AZ,2019,1,413.79
AZ,2019,2,421.94
AZ,2019,3,428.3
AZ,2019,4,435.66
AZ,2020,1,444.41
AZ,2020,2,452.13
AZ,2020,3,463.14
AZ,2020,4,479.54
AZ,2021,1,500.96
AZ,2021,2,540.79
AZ,2021,3,585.74
AZ,2021,4,615.14
AZ,2022,1,644.99
AZ,2022,2,696.1
CA,1975,1,41.71
CA,1975,2,42.74
CA,1975,3,44.29
CA,1975,4,45.77
CA,1976,1,47.8
CA,1976,2,50.26
CA,1976,3,53.57
CA,1976,4,55.58
CA,1977,1,58.02
CA,1977,2,63.01
CA,1977,3,67.95
CA,1977,4,70.68
CA,1978,1,73.2
CA,1978,2,75.99
CA,1978,3,78.62
CA,1978,4,81.81
CA,1979,1,84.85
CA,1979,2,88.63
CA,1979,3,93.1
CA,1979,4,96.4
CA,1980,1,100
CA,1980,2,102.86
CA,1980,3,106.56
CA,1980,4,108.38
CA,1981,1,110.41
CA,1981,2,112.94
CA,1981,3,116.33
CA,1981,4,117.53
CA,1982,1,104.27
CA,1982,2,107.43
CA,1982,3,104.87
CA,1982,4,115.86
CA,1983,1,116.72
CA,1983,2,117.43
CA,1983,3,117.25
CA,1983,4,117.77
CA,1984,1,119.5
CA,1984,2,120.14
CA,1984,3,121.71
CA,1984,4,122.79
CA,1985,1,124.53
CA,1985,2,126.33
CA,1985,3,129.19
CA,1985,4,130.6
CA,1986,1,132.28
CA,1986,2,134.83
CA,1986,3,137.78
CA,1986,4,141.13
CA,1987,1,144.75
CA,1987,2,148.31
CA,1987,3,152.98
CA,1987,4,157.29
CA,1988,1,163.07
CA,1988,2,169.77
CA,1988,3,177.84
CA,1988,4,187.56
CA,1989,1,196.35
CA,1989,2,206.01
CA,1989,3,217.93
CA,1989,4,224.76
CA,1990,1,227.54
CA,1990,2,228.26
CA,1990,3,230.21
CA,1990,4,228.67
CA,1991,1,228.57
CA,1991,2,227.16
CA,1991,3,227.16
CA,1991,4,228.84
CA,1992,1,227.62
CA,1992,2,225.27
CA,1992,3,224.83
CA,1992,4,222.73
CA,1993,1,219.28
CA,1993,2,217.4
CA,1993,3,215.55
CA,1993,4,214.27
CA,1994,1,212.16
CA,1994,2,207.02
CA,1994,3,203.96
CA,1994,4,201.07
CA,1995,1,199.73
CA,1995,2,201.63
CA,1995,3,203.98
CA,1995,4,203.65
CA,1996,1,203.62
CA,1996,2,201.04
CA,1996,3,200.66
CA,1996,4,201.7
CA,1997,1,202.65
CA,1997,2,204.7
CA,1997,3,208.74
CA,1997,4,212.38
CA,1998,1,217.02
CA,1998,2,221.76
CA,1998,3,227.62
CA,1998,4,232.01
CA,1999,1,235.51
CA,1999,2,239.52
CA,1999,3,245.02
CA,1999,4,250.22
CA,2000,1,261.1
CA,2000,2,268.11
CA,2000,3,277.11
CA,2000,4,285.69
CA,2001,1,296.73
CA,2001,2,305.8
CA,2001,3,312.23
CA,2001,4,316.62
CA,2002,1,325.08
CA,2002,2,336.11
CA,2002,3,348.76
CA,2002,4,358.96
CA,2003,1,367.26
CA,2003,2,374.14
CA,2003,3,386.83
CA,2003,4,411.57
CA,2004,1,424.83
CA,2004,2,451.44
CA,2004,3,497.33
CA,2004,4,516.45
CA,2005,1,539.03
CA,2005,2,570.61
CA,2005,3,599.1
CA,2005,4,625.84
CA,2006,1,638.82
CA,2006,2,644.68
CA,2006,3,646.77
CA,2006,4,643.05
CA,2007,1,634.26
CA,2007,2,623.62
CA,2007,3,600.33
CA,2007,4,575.87
CA,2008,1,543.58
CA,2008,2,498.68
CA,2008,3,460.85
CA,2008,4,444.98
CA,2009,1,440.99
CA,2009,2,420.87
CA,2009,3,411.58
CA,2009,4,412.9
CA,2010,1,409.86
CA,2010,2,408.66
CA,2010,3,410.9
CA,2010,4,406.37
CA,2011,1,391.87
CA,2011,2,385.59
CA,2011,3,387.19
CA,2011,4,386.01
CA,2012,1,381.72
CA,2012,2,382.35
CA,2012,3,391.29
CA,2012,4,399.6
CA,2013,1,408.04
CA,2013,2,426.77
CA,2013,3,447.8
CA,2013,4,462.65
CA,2014,1,472.3
CA,2014,2,485.07
CA,2014,3,495.21
CA,2014,4,500.83
CA,2015,1,506.04
CA,2015,2,517.42
CA,2015,3,530.6
CA,2015,4,537.92
CA,2016,1,544.97
CA,2016,2,554.61
CA,2016,3,566.74
CA,2016,4,573.58
CA,2017,1,579.55
CA,2017,2,591.6
CA,2017,3,603.34
CA,2017,4,612.01
CA,2018,1,622.45
CA,2018,2,634.28
CA,2018,3,642.33
CA,2018,4,642.24
CA,2019,1,646.3
CA,2019,2,652.92
CA,2019,3,659.8
CA,2019,4,664.07
CA,2020,1,670.31
CA,2020,2,677.97
CA,2020,3,685.9
CA,2020,4,700.02
CA,2021,1,719.53
CA,2021,2,762.29
CA,2021,3,801.81
CA,2021,4,834.34
CA,2022,1,868.77
CA,2022,2,924.45
CO,1975,1,54.19
CO,1975,2,54.84
CO,1975,3,54.75
CO,1975,4,55.01
CO,1976,1,55.04
CO,1976,2,59.84
CO,1976,3,59.63
CO,1976,4,62.2
CO,1977,1,64.97
CO,1977,2,65.55
CO,1977,3,69
CO,1977,4,73.01
CO,1978,1,76.07
CO,1978,2,79.94
CO,1978,3,84.08
CO,1978,4,87.39
CO,1979,1,91.73
CO,1979,2,94.52
CO,1979,3,97.51
CO,1979,4,99.36
CO,1980,1,100
CO,1980,2,102.3
CO,1980,3,107.2
CO,1980,4,106.57
CO,1981,1,106.56
CO,1981,2,108.55
CO,1981,3,114.55
CO,1981,4,110.38
CO,1982,1,119.67
CO,1982,2,120.78
CO,1982,3,122.56
CO,1982,4,126.46
CO,1983,1,126.22
CO,1983,2,125.21
CO,1983,3,126.37
CO,1983,4,122.01
CO,1984,1,126.2
CO,1984,2,125.53
CO,1984,3,125.78
CO,1984,4,123.45
CO,1985,1,126.34
CO,1985,2,125.54
CO,1985,3,126.59
CO,1985,4,124.23
CO,1986,1,128.82
CO,1986,2,129.54
CO,1986,3,128.69
CO,1986,4,127.99
CO,1987,1,129.72
CO,1987,2,128.21
CO,1987,3,125.51
CO,1987,4,124.43
CO,1988,1,125.51
CO,1988,2,125.09
CO,1988,3,123.86
CO,1988,4,123.48
CO,1989,1,123.5
CO,1989,2,124.38
CO,1989,3,126.92
CO,1989,4,126.44
CO,1990,1,127.04
CO,1990,2,128.1
CO,1990,3,129.07
CO,1990,4,129.38
CO,1991,1,130.82
CO,1991,2,132.49
CO,1991,3,133.66
CO,1991,4,135.91
CO,1992,1,137.82
CO,1992,2,140.9
CO,1992,3,143.98
CO,1992,4,146.68
CO,1993,1,149.37
CO,1993,2,153.03
CO,1993,3,157.36
CO,1993,4,161.25
CO,1994,1,165.97
CO,1994,2,173.62
CO,1994,3,177.9
CO,1994,4,179.4
CO,1995,1,182.71
CO,1995,2,186.33
CO,1995,3,190.04
CO,1995,4,192.93
CO,1996,1,195.3
CO,1996,2,197.82
CO,1996,3,200.01
CO,1996,4,202.76
CO,1997,1,204.89
CO,1997,2,207.56
CO,1997,3,210.88
CO,1997,4,214.17
CO,1998,1,217.18
CO,1998,2,219.8
CO,1998,3,223.8
CO,1998,4,226.54
CO,1999,1,230.93
CO,1999,2,238.01
CO,1999,3,245.87
CO,1999,4,250.13
CO,2000,1,259.57
CO,2000,2,265.95
CO,2000,3,272.91
CO,2000,4,279.02
CO,2001,1,286.83
CO,2001,2,292.66
CO,2001,3,298.07
CO,2001,4,300.49
CO,2002,1,303.99
CO,2002,2,307.34
CO,2002,3,311.71
CO,2002,4,313.62
CO,2003,1,314.51
CO,2003,2,315.87
CO,2003,3,317.3
CO,2003,4,320.93
CO,2004,1,323.33
CO,2004,2,325.83
CO,2004,3,330.35
CO,2004,4,333.56
CO,2005,1,337.06
CO,2005,2,342.03
CO,2005,3,347.4
CO,2005,4,350.77
CO,2006,1,351.81
CO,2006,2,353.65
CO,2006,3,355.2
CO,2006,4,358.53
CO,2007,1,359.4
CO,2007,2,360.38
CO,2007,3,358.05
CO,2007,4,358.95
CO,2008,1,360.85
CO,2008,2,358.69
CO,2008,3,351.66
CO,2008,4,352.7
CO,2009,1,359.22
CO,2009,2,353.37
CO,2009,3,345.03
CO,2009,4,344.09
CO,2010,1,340.22
CO,2010,2,336.3
CO,2010,3,340.48
CO,2010,4,339
CO,2011,1,330.42
CO,2011,2,324.6
CO,2011,3,327.89
CO,2011,4,330.84
CO,2012,1,329.07
CO,2012,2,329.92
CO,2012,3,335.34
CO,2012,4,338.38
CO,2013,1,342.5
CO,2013,2,349.52
CO,2013,3,358.04
CO,2013,4,361.08
CO,2014,1,366.16
CO,2014,2,378.72
CO,2014,3,387.1
CO,2014,4,392.84
CO,2015,1,400.36
CO,2015,2,416.98
CO,2015,3,432
CO,2015,4,438.01
CO,2016,1,445.8
CO,2016,2,461.49
CO,2016,3,474.05
CO,2016,4,480.86
CO,2017,1,489
CO,2017,2,506.17
CO,2017,3,514.27
CO,2017,4,521.39
CO,2018,1,535.28
CO,2018,2,549
CO,2018,3,557.36
CO,2018,4,558.99
CO,2019,1,566.65
CO,2019,2,575.62
CO,2019,3,580.87
CO,2019,4,585.71
CO,2020,1,592.08
CO,2020,2,599.09
CO,2020,3,608.42
CO,2020,4,620.91
CO,2021,1,637.58
CO,2021,2,683.59
CO,2021,3,724.39
CO,2021,4,744.45
CO,2022,1,775.94
CO,2022,2,837.46
CT,1975,1,62.06
CT,1975,2,62.82
CT,1975,3,61.79
CT,1975,4,62.09
CT,1976,1,64.75
CT,1976,2,64.16
CT,1976,3,67.25
CT,1976,4,67.82
CT,1977,1,64.22
CT,1977,2,68.38
CT,1977,3,71.43
CT,1977,4,72.28
CT,1978,1,73.6
CT,1978,2,79.55
