date,30_yr,15_yr
16/8/2012,3.62,2.88
23/8/2012,3.66,2.89
30/8/2012,3.59,2.86
6/9/2012,3.55,2.86
13/9/2012,3.55,2.85
20/9/2012,3.49,2.77
27/9/2012,3.4,2.73
4/10/2012,3.36,2.69
11/10/2012,3.39,2.7
18/10/2012,3.37,2.66
25/10/2012,3.41,2.72
1/11/2012,3.39,2.7
8/11/2012,3.4,2.69
15/11/2012,3.34,2.65
21/11/2012,3.31,2.63
29/11/2012,3.32,2.64
6/12/2012,3.34,2.67
13/12/2012,3.32,2.66
20/12/2012,3.37,2.65
27/12/2012,3.35,2.65
3/1/2013,3.34,2.64
10/1/2013,3.4,2.66
17/1/2013,3.38,2.66
24/1/2013,3.42,2.71
31/1/2013,3.53,2.81
7/2/2013,3.53,2.77
14/2/2013,3.53,2.77
21/2/2013,3.56,2.77
28/2/2013,3.51,2.76
7/3/2013,3.52,2.76
14/3/2013,3.63,2.79
21/3/2013,3.54,2.72
28/3/2013,3.57,2.76
4/4/2013,3.54,2.74
11/4/2013,3.43,2.65
18/4/2013,3.41,2.64
25/4/2013,3.4,2.61
2/5/2013,3.35,2.56
9/5/2013,3.42,2.61
16/5/2013,3.51,2.69
23/5/2013,3.59,2.77
30/5/2013,3.81,2.98
6/6/2013,3.91,3.03
13/6/2013,3.98,3.1
20/6/2013,3.93,3.04
27/6/2013,4.46,3.5
3/7/2013,4.29,3.39
11/7/2013,4.51,3.53
18/7/2013,4.37,3.41
25/7/2013,4.31,3.39
1/8/2013,4.39,3.43
8/8/2013,4.4,3.43
15/8/2013,4.4,3.44
22/8/2013,4.58,3.6
29/8/2013,4.51,3.54
5/9/2013,4.57,3.59
12/9/2013,4.57,3.59
19/9/2013,4.5,3.54
26/9/2013,4.32,3.37
3/10/2013,4.22,3.29
10/10/2013,4.23,3.31
17/10/2013,4.28,3.33
24/10/2013,4.13,3.24
31/10/2013,4.1,3.2
7/11/2013,4.16,3.27
14/11/2013,4.35,3.35
21/11/2013,4.22,3.27
27/11/2013,4.29,3.3
5/12/2013,4.46,3.47
12/12/2013,4.42,3.43
19/12/2013,4.47,3.51
26/12/2013,4.48,3.52
2/1/2014,4.53,3.55
9/1/2014,4.51,3.56
16/1/2014,4.41,3.45
23/1/2014,4.39,3.44
30/1/2014,4.32,3.4
6/2/2014,4.23,3.33
13/2/2014,4.28,3.33
20/2/2014,4.33,3.35
27/2/2014,4.37,3.39
6/3/2014,4.28,3.32
13/3/2014,4.37,3.38
20/3/2014,4.32,3.32
27/3/2014,4.4,3.42
3/4/2014,4.41,3.47
10/4/2014,4.34,3.38
17/4/2014,4.27,3.33
24/4/2014,4.33,3.39
1/5/2014,4.29,3.38
8/5/2014,4.21,3.32
15/5/2014,4.2,3.29
22/5/2014,4.14,3.25
29/5/2014,4.12,3.21
5/6/2014,4.14,3.23
12/6/2014,4.2,3.31
19/6/2014,4.17,3.3
26/6/2014,4.14,3.22
3/7/2014,4.12,3.22
10/7/2014,4.15,3.24
17/7/2014,4.13,3.23
24/7/2014,4.13,3.26
31/7/2014,4.12,3.23
7/8/2014,4.14,3.27
14/8/2014,4.12,3.24
21/8/2014,4.1,3.23
28/8/2014,4.1,3.25
4/9/2014,4.1,3.24
11/9/2014,4.12,3.26
18/9/2014,4.23,3.37
25/9/2014,4.2,3.36
2/10/2014,4.19,3.36
9/10/2014,4.12,3.3
16/10/2014,3.97,3.18
23/10/2014,3.92,3.08
30/10/2014,3.98,3.13
6/11/2014,4.02,3.21
13/11/2014,4.01,3.2
20/11/2014,3.99,3.17
26/11/2014,3.97,3.17
4/12/2014,3.89,3.1
11/12/2014,3.93,3.2
18/12/2014,3.8,3.09
24/12/2014,3.83,3.1
31/12/2014,3.87,3.15
8/1/2015,3.73,3.05
15/1/2015,3.66,2.98
22/1/2015,3.63,2.93
29/1/2015,3.66,2.98
5/2/2015,3.59,2.92
12/2/2015,3.69,2.99
19/2/2015,3.76,3.05
26/2/2015,3.8,3.07
5/3/2015,3.75,3.03
12/3/2015,3.86,3.1
19/3/2015,3.78,3.06
26/3/2015,3.69,2.97
2/4/2015,3.7,2.98
9/4/2015,3.66,2.93
16/4/2015,3.67,2.94
23/4/2015,3.65,2.92
30/4/2015,3.68,2.94
7/5/2015,3.8,3.02
14/5/2015,3.85,3.07
21/5/2015,3.84,3.05
28/5/2015,3.87,3.11
4/6/2015,3.87,3.08
11/6/2015,4.04,3.25
18/6/2015,4,3.23
25/6/2015,4.02,3.21
2/7/2015,4.08,3.24
9/7/2015,4.04,3.2
16/7/2015,4.09,3.25
23/7/2015,4.04,3.21
30/7/2015,3.98,3.17
6/8/2015,3.91,3.13
13/8/2015,3.94,3.17
20/8/2015,3.93,3.15
27/8/2015,3.84,3.06
3/9/2015,3.89,3.09
10/9/2015,3.9,3.1
17/9/2015,3.91,3.11
24/9/2015,3.86,3.08
1/10/2015,3.85,3.07
8/10/2015,3.76,2.99
15/10/2015,3.82,3.03
22/10/2015,3.79,2.98
29/10/2015,3.76,2.98
5/11/2015,3.87,3.09
12/11/2015,3.98,3.2
19/11/2015,3.97,3.18
25/11/2015,3.95,3.18
3/12/2015,3.93,3.16
10/12/2015,3.95,3.19
17/12/2015,3.97,3.22
24/12/2015,3.96,3.22
31/12/2015,4.01,3.24
7/1/2016,3.97,3.26
14/1/2016,3.92,3.19
21/1/2016,3.81,3.1
28/1/2016,3.79,3.07
4/2/2016,3.72,3.01
11/2/2016,3.65,2.95
18/2/2016,3.65,2.95
25/2/2016,3.62,2.93
3/3/2016,3.64,2.94
10/3/2016,3.68,2.96
17/3/2016,3.73,2.99
24/3/2016,3.71,2.96
31/3/2016,3.71,2.98
7/4/2016,3.59,2.88
14/4/2016,3.58,2.86
21/4/2016,3.59,2.85
28/4/2016,3.66,2.89
5/5/2016,3.61,2.86
12/5/2016,3.57,2.81
19/5/2016,3.58,2.81
26/5/2016,3.64,2.89
2/6/2016,3.66,2.92
9/6/2016,3.6,2.87
16/6/2016,3.54,2.81
23/6/2016,3.56,2.83
30/6/2016,3.48,2.78
7/7/2016,3.41,2.74
14/7/2016,3.42,2.72
21/7/2016,3.45,2.75
28/7/2016,3.48,2.78
4/8/2016,3.43,2.74
11/8/2016,3.45,2.76
18/8/2016,3.43,2.74
25/8/2016,3.43,2.74
1/9/2016,3.46,2.77
8/9/2016,3.44,2.76
15/9/2016,3.5,2.77
22/9/2016,3.48,2.76
29/9/2016,3.42,2.72
6/10/2016,3.42,2.72
13/10/2016,3.47,2.76
20/10/2016,3.52,2.79
27/10/2016,3.47,2.78
3/11/2016,3.54,2.84
10/11/2016,3.57,2.88
17/11/2016,3.94,3.14
23/11/2016,4.03,3.25
1/12/2016,4.08,3.34
8/12/2016,4.13,3.36
15/12/2016,4.16,3.37
22/12/2016,4.3,3.52
29/12/2016,4.32,3.55
5/1/2017,4.2,3.44
12/1/2017,4.12,3.37
19/1/2017,4.09,3.34
26/1/2017,4.19,3.4
2/2/2017,4.19,3.41
9/2/2017,4.17,3.39
16/2/2017,4.15,3.35
23/2/2017,4.16,3.37
2/3/2017,4.1,3.32
9/3/2017,4.21,3.42
16/3/2017,4.3,3.5
23/3/2017,4.23,3.44
30/3/2017,4.14,3.39
6/4/2017,4.1,3.36
13/4/2017,4.08,3.34
20/4/2017,3.97,3.23
27/4/2017,4.03,3.27
4/5/2017,4.02,3.27
11/5/2017,4.05,3.29
18/5/2017,4.02,3.27
25/5/2017,3.95,3.19
1/6/2017,3.94,3.19
8/6/2017,3.89,3.16
15/6/2017,3.91,3.18
22/6/2017,3.9,3.17
29/6/2017,3.88,3.17
6/7/2017,3.96,3.22
13/7/2017,4.03,3.29
20/7/2017,3.96,3.23
27/7/2017,3.92,3.2
3/8/2017,3.93,3.18
10/8/2017,3.9,3.18
17/8/2017,3.89,3.16
24/8/2017,3.86,3.16
31/8/2017,3.82,3.12
7/9/2017,3.78,3.08
14/9/2017,3.78,3.08
21/9/2017,3.83,3.13
28/9/2017,3.83,3.13
5/10/2017,3.85,3.15
12/10/2017,3.91,3.21
19/10/2017,3.88,3.19
26/10/2017,3.94,3.25
2/11/2017,3.94,3.27
9/11/2017,3.9,3.24
16/11/2017,3.95,3.31
22/11/2017,3.92,3.32
30/11/2017,3.9,3.3
7/12/2017,3.94,3.36
14/12/2017,3.93,3.36
21/12/2017,3.94,3.38
28/12/2017,3.99,3.44
4/1/2018,3.95,3.38
11/1/2018,3.99,3.44
18/1/2018,4.04,3.49
25/1/2018,4.15,3.62
1/2/2018,4.22,3.68
8/2/2018,4.32,3.77
15/2/2018,4.38,3.84
22/2/2018,4.4,3.85
1/3/2018,4.43,3.9
8/3/2018,4.46,3.94
15/3/2018,4.44,3.9
22/3/2018,4.45,3.91
29/3/2018,4.44,3.9
5/4/2018,4.4,3.87
12/4/2018,4.42,3.87
19/4/2018,4.47,3.94
26/4/2018,4.58,4.02
3/5/2018,4.55,4.03
10/5/2018,4.55,4.01
17/5/2018,4.61,4.08
24/5/2018,4.66,4.15
31/5/2018,4.56,4.06
7/6/2018,4.54,4.01
14/6/2018,4.62,4.07
21/6/2018,4.57,4.04
28/6/2018,4.55,4.04
5/7/2018,4.52,3.99
12/7/2018,4.53,4.02
19/7/2018,4.52,4
26/7/2018,4.54,4.02
2/8/2018,4.6,4.08
9/8/2018,4.59,4.05
16/8/2018,4.53,4.01
23/8/2018,4.51,3.98
30/8/2018,4.52,3.97
6/9/2018,4.54,3.99
13/9/2018,4.6,4.06
20/9/2018,4.65,4.11
27/9/2018,4.72,4.16
4/10/2018,4.71,4.15
11/10/2018,4.9,4.29
18/10/2018,4.85,4.26
25/10/2018,4.86,4.29
1/11/2018,4.83,4.23
8/11/2018,4.94,4.33
15/11/2018,4.94,4.36
21/11/2018,4.81,4.24
29/11/2018,4.81,4.25
6/12/2018,4.75,4.21
13/12/2018,4.63,4.07
20/12/2018,4.62,4.07
27/12/2018,4.55,4.01
3/1/2019,4.51,3.99
10/1/2019,4.45,3.89
17/1/2019,4.45,3.88
24/1/2019,4.45,3.88
31/1/2019,4.46,3.89
7/2/2019,4.41,3.84
14/2/2019,4.37,3.81
21/2/2019,4.35,3.78
28/2/2019,4.35,3.77
7/3/2019,4.41,3.83
14/3/2019,4.31,3.76
21/3/2019,4.28,3.71
28/3/2019,4.06,3.57
4/4/2019,4.08,3.56
11/4/2019,4.12,3.6
18/4/2019,4.17,3.62
25/4/2019,4.2,3.64
2/5/2019,4.14,3.6
9/5/2019,4.1,3.57
16/5/2019,4.07,3.53
23/5/2019,4.06,3.51
30/5/2019,3.99,3.46
6/6/2019,3.82,3.28
13/6/2019,3.82,3.26
20/6/2019,3.84,3.25
27/6/2019,3.73,3.16
3/7/2019,3.75,3.18
11/7/2019,3.75,3.22
18/7/2019,3.81,3.23
25/7/2019,3.75,3.18
1/8/2019,3.75,3.2
8/8/2019,3.6,3.05
15/8/2019,3.6,3.07
22/8/2019,3.55,3.03
29/8/2019,3.58,3.06
5/9/2019,3.49,3
12/9/2019,3.56,3.09
19/9/2019,3.73,3.21
26/9/2019,3.64,3.16
3/10/2019,3.65,3.14
10/10/2019,3.57,3.05
17/10/2019,3.69,3.15
24/10/2019,3.75,3.18
31/10/2019,3.78,3.19
7/11/2019,3.69,3.13
14/11/2019,3.75,3.2
21/11/2019,3.66,3.15
27/11/2019,3.68,3.15
5/12/2019,3.68,3.14
12/12/2019,3.73,3.19
19/12/2019,3.73,3.19
26/12/2019,3.74,3.19
2/1/2020,3.72,3.16
9/1/2020,3.64,3.07
16/1/2020,3.65,3.09
23/1/2020,3.6,3.04
30/1/2020,3.51,3
6/2/2020,3.45,2.97
13/2/2020,3.47,2.97
20/2/2020,3.49,2.99
27/2/2020,3.45,2.95
5/3/2020,3.29,2.79
12/3/2020,3.36,2.77
19/3/2020,3.65,3.06
26/3/2020,3.5,2.92
2/4/2020,3.33,2.82
9/4/2020,3.33,2.77
16/4/2020,3.31,2.8
23/4/2020,3.33,2.86
30/4/2020,3.23,2.77
7/5/2020,3.26,2.73
14/5/2020,3.28,2.72
21/5/2020,3.24,2.7
28/5/2020,3.15,2.62
4/6/2020,3.18,2.62
11/6/2020,3.21,2.62
18/6/2020,3.13,2.58
25/6/2020,3.13,2.59
2/7/2020,3.07,2.56
9/7/2020,3.03,2.51
16/7/2020,2.98,2.48
23/7/2020,3.01,2.54
30/7/2020,2.99,2.51
6/8/2020,2.88,2.44
13/8/2020,2.96,2.46
20/8/2020,2.99,2.54
27/8/2020,2.91,2.46
3/9/2020,2.93,2.42
10/9/2020,2.86,2.37
17/9/2020,2.87,2.35
24/9/2020,2.9,2.4
1/10/2020,2.88,2.36
8/10/2020,2.87,2.37
15/10/2020,2.81,2.35
22/10/2020,2.8,2.33
29/10/2020,2.81,2.32
5/11/2020,2.78,2.32
12/11/2020,2.84,2.34
19/11/2020,2.72,2.28
25/11/2020,2.72,2.28
3/12/2020,2.71,2.26
10/12/2020,2.71,2.26
17/12/2020,2.67,2.21
24/12/2020,2.66,2.19
31/12/2020,2.67,2.17
7/1/2021,2.65,2.16
14/1/2021,2.79,2.23
21/1/2021,2.77,2.21
28/1/2021,2.73,2.2
4/2/2021,2.73,2.21
11/2/2021,2.73,2.19
18/2/2021,2.81,2.21
25/2/2021,2.97,2.34
4/3/2021,3.02,2.34
11/3/2021,3.05,2.38
18/3/2021,3.09,2.4
25/3/2021,3.17,2.45
1/4/2021,3.18,2.45
8/4/2021,3.13,2.42
15/4/2021,3.04,2.35
22/4/2021,2.97,2.29
29/4/2021,2.98,2.31
6/5/2021,2.96,2.3
13/5/2021,2.94,2.26
20/5/2021,3,2.29
27/5/2021,2.95,2.27
3/6/2021,2.99,2.27
10/6/2021,2.96,2.23
17/6/2021,2.93,2.24
24/6/2021,3.02,2.34
1/7/2021,2.98,2.26
8/7/2021,2.9,2.2
15/7/2021,2.88,2.22
22/7/2021,2.78,2.12
29/7/2021,2.8,2.1
5/8/2021,2.77,2.1
12/8/2021,2.87,2.15
19/8/2021,2.86,2.16
26/8/2021,2.87,2.17
2/9/2021,2.87,2.18
9/9/2021,2.88,2.19
16/9/2021,2.86,2.12
23/9/2021,2.88,2.15
30/9/2021,3.01,2.28
7/10/2021,2.99,2.23
14/10/2021,3.05,2.3
21/10/2021,3.09,2.33
28/10/2021,3.14,2.37
4/11/2021,3.09,2.35
10/11/2021,2.98,2.27
18/11/2021,3.1,2.39
24/11/2021,3.1,2.42
2/12/2021,3.11,2.39
9/12/2021,3.1,2.38
16/12/2021,3.12,2.34
23/12/2021,3.05,2.3
30/12/2021,3.11,2.33
6/1/2022,3.22,2.43
13/1/2022,3.45,2.62
20/1/2022,3.56,2.79
27/1/2022,3.55,2.8
3/2/2022,3.55,2.77
10/2/2022,3.69,2.93
17/2/2022,3.92,3.15
24/2/2022,3.89,3.14
3/3/2022,3.76,3.01
10/3/2022,3.85,3.09
17/3/2022,4.16,3.39
24/3/2022,4.42,3.63
31/3/2022,4.67,3.83
7/4/2022,4.72,3.91
14/4/2022,5,4.17
21/4/2022,5.11,4.38
28/4/2022,5.1,4.4
5/5/2022,5.27,4.52
12/5/2022,5.3,4.48
19/5/2022,5.25,4.43
26/5/2022,5.1,4.31
2/6/2022,5.09,4.32
9/6/2022,5.23,4.38
16/6/2022,5.78,4.81
23/6/2022,5.81,4.92
30/6/2022,5.7,4.83
7/7/2022,5.3,4.45
14/7/2022,5.51,4.67
21/7/2022,5.54,4.75
28/7/2022,5.3,4.58
4/8/2022,4.99,4.26
11/8/2022,5.22,4.59
18/8/2022,5.13,4.55
25/8/2022,5.55,4.85
1/9/2022,5.66,4.98
8/9/2022,5.89,5.16
15/9/2022,6.02,5.21
22/9/2022,6.29,5.44
29/9/2022,6.7,5.96
6/10/2022,6.66,5.9
13/10/2022,6.92,6.09
20/10/2022,6.94,6.23
27/10/2022,7.08,6.36
3/11/2022,6.95,6.29
10/11/2022,7.08,6.38
17/11/2022,6.61,5.98
23/11/2022,6.58,5.9
12/1/2022,6.49,5.76
8/12/2022,6.33,5.67
15/12/2022,6.31,5.54
22/12/2022,6.27,5.69
29/12/2022,6.42,5.68
5/1/2023,6.48,5.73
12/1/2023,6.33,5.52
19/1/2023,6.15,5.28
26/1/2023,6.13,5.17
2/2/2023,6.09,5.14
